"user","movie","rating"
3685,1517,3.5
3526,353,3.00003206863114
4979,1923,1
3336,1302,2
3080,1244,1.49604152837556
1265,3512,1
173,308,3.5
1692,3671,4
4591,1088,1.65056823526473
2129,2122,3
4834,1197,3.5
1449,3697,2.63017126547432
202,2249,3.5
963,3699,3.5
3246,3408,4
1402,1617,3.5
3380,1945,3
550,1701,2.83333333333333
3608,537,3.5
2165,204,3
4715,1405,3.5
5091,2302,4
5878,2571,1
5372,3536,3.5
2891,2433,3.5
1199,3408,4
2436,2944,3.5
1164,3181,3
1959,1296,3.5
5682,1205,3
291,1179,3.5
531,3298,2.33727879243976
5048,2396,3.5
1820,2710,3.5
4552,3702,3.5
2288,2313,1.33356847327835
1685,1419,3.66666666666667
4243,1917,3.5
5618,1198,1
3562,442,3.56693223399966
2419,474,3.5
2529,968,3.32262213860907
1601,2723,3.5
1004,1167,2.66666666666667
4144,1019,3
5749,1191,4.66666666666667
1420,1321,3.5
4152,969,3.5
2104,2153,3.5
1912,590,2.20981969732082
4224,2336,2.89952386717896
1266,555,2.82527345059694
3217,60,4
5355,1293,3.5
884,1994,3.5
1265,3175,3.08316185511741
4481,2617,3.5
520,2804,3.5
2545,3147,3.5
2181,512,2.90909090909091
2042,2694,3
4791,2502,4
509,1237,3.5
731,1541,3.875
1483,1321,3.5
1609,58,3
83,2161,3.5
850,3430,3.77777777777778
1733,157,3.55555555555556
3336,1393,2
1489,2828,1.76923076923077
2679,3363,3.5
3243,50,3.5
5074,3219,3.2986918178905
6025,2003,2
2225,736,3.5
4999,3175,3.5
4009,2517,2
1073,541,3.5
4024,407,3
1059,1022,3
3806,2617,3
1752,866,4
3312,2540,3.14285714285714
5457,356,3.5
2857,2524,2.00451397955686
4388,2803,3
1156,3565,3.5
2909,2410,4.3989065224243
579,1704,3.5
526,1221,3.5
543,122,3.5
4682,3551,3.9000932522695
595,2700,3.5
3116,2000,3.5
727,3074,3.66666666666667
5603,1281,1.8
5857,353,3.5
3338,2997,3.5
1758,2248,4.53303410772782
3356,3757,4.25
2237,207,3.4
1778,1810,2.75
2162,300,3.5
488,1320,3.5
5157,3421,3.5
2270,3751,3.5
2993,3005,1
4660,2804,3.5
3719,3114,3.5
1902,1754,3.5
2063,1485,2.4990883190672
1285,1923,2
5468,2919,3.40043196994859
42,2058,3
4987,10,3.5
4556,2797,1
2860,206,3.71428571428571
1940,1242,3.5
5220,2376,2.8
157,1374,3.5
4809,3204,3.5
2579,3468,3.5
4543,3751,2
1271,534,3.5
3590,2392,3.5
6036,914,2.73197855061819
3425,1370,3.5
721,595,4
242,429,3.5
710,1082,2.5
3727,2118,3
1449,1834,1.70617555224691
828,3825,3.5
1820,6,3.5
3018,1266,4
3690,293,1.69975406137826
4021,1646,3.75
1449,3705,3.09999237100598
5346,3742,3.5
1896,1942,5
791,1888,3.5
443,592,3.5
4169,3874,3.46762589928058
4585,593,3
1470,3621,5
411,282,3.44444444444444
1004,2625,4
5580,499,4
2047,2502,3.5
3885,1483,3.14285714285714
5991,2085,3.5
1207,435,1
1005,1391,3.5
3371,471,2
3884,316,3.00752578844049
2769,3053,5
296,2660,1
4108,3350,3.5
3899,223,3.5
2436,374,3.5
922,1228,3.5
2605,1339,3.5
5367,2328,3.16666666666667
5277,1258,3.5
2501,1221,4
2081,1358,3.5
5927,356,3.5
3850,835,4.14285714285714
4247,2968,3.5
4227,349,1.2782105035289
5583,2490,3.5
3543,293,2.66666666666667
4250,1721,3
3518,17,4
2752,553,3.5
314,994,3.5
791,2424,1
1837,2748,3.38461538461538
1880,1959,2
1410,3251,5
3224,514,3.8125
1141,1,3.74728977112746
4889,165,3.5
1183,1270,3.5
1600,249,3.5
2079,2683,3.5
1393,1222,3.5
5319,1488,3.5
1327,266,3.5
5755,2263,3.625
1181,3217,2.89285714285714
5805,1222,3.5
5788,810,2
3612,1298,3.5
3002,922,3.5
791,50,3.5
3401,432,1
685,3744,1
4593,2908,3.5
4244,553,3.5
3526,2722,2.33333333333333
385,2989,3.5
2109,3440,2.83333333333333
4220,3108,3.5
2484,1485,3.00228067707216
3178,3627,2
2077,2692,1.98953292949047
1427,110,3.5
1179,924,3.5
4190,329,3.5
5310,1237,4
476,333,3.99827609261066
1151,2159,4
5860,2424,3.5
3684,589,3.5
6016,2081,3.92917899860707
1207,524,1
475,2448,3.5
4092,2396,3.5
5182,1704,2
2105,2282,3
4543,6,4.46269700694901
3007,924,3.5
1254,301,3.5
5183,1573,3.5
2748,2617,3.5
2340,1278,2
1635,2146,4.24240649022515
3504,3578,3.5
5487,2746,3.5
4141,1754,3.5
3654,1210,3.53768702407227
1926,2239,3.8
660,135,2.75
3196,2449,3.4
1069,729,4
2489,60,4
748,1136,3.5
2617,318,3.5
634,2384,3.5
3483,2864,3.6875
2225,2352,3.48613677219539
5100,1028,3.99901849821859
749,2657,3
1870,2915,3.5
5806,2727,3.85714285714286
4322,539,2.65729472448923
1797,1296,3.5
3039,1940,3.5
2506,539,3.5
272,3744,3.5
1019,1748,2.73097552085679
3886,1584,3.5
524,227,3.68181818181818
3261,2,3.11151815967506
2547,2132,3
5530,1760,3.5
403,3107,3.5
2962,3578,2.29546273451689
5026,3168,1
2537,3268,2.75
675,2858,3.5
2309,2612,3.5
178,1276,3.5
4386,1388,3.5
5720,2001,3.5
3471,832,3
1393,480,3.5
2148,1030,2
229,1729,4.66926807889319
5108,2407,4
1186,1206,4.36949522016404
2946,3162,2.53125
4375,1610,3.5
528,222,3
4072,293,3.5
2105,3638,3
4204,1333,3.5
2054,1374,3.5
3902,1479,3.5
2288,3566,2
4329,1721,3.5
919,3392,5
4227,1250,1.27415142245192
38,1888,3.5
1484,2318,3.5
4386,2297,3.5
660,1253,2.33333333333333
5470,3629,4
4219,3702,3.5
2228,2571,3.5
3732,1254,3.5021543580905
3375,3439,3.5
4599,1028,3.5
2168,1550,3.42857142857143
1706,3210,2.70896182421521
4086,1030,3.5
4508,2912,1.24757315761078
2313,924,3.5
1377,544,2
3096,3930,3.5
3075,2731,4
590,1617,3.5
573,260,3.5
1053,427,3
5614,748,3.64743868087339
3340,788,5
3900,3257,3.5
4005,3448,4
5634,708,3.5
1377,1876,3.5
2670,3547,3
4078,1036,3.5
1490,940,3.5
779,2961,3.5
5954,902,4
2223,2875,4
496,593,5
5684,2542,3
2344,2046,3
1716,3914,2.33333333333333
3860,1927,4
2030,3196,3.5
915,1977,3.5
2790,3703,3.5
5369,798,3.75
5090,3424,3.5
4789,1779,2
3178,3745,3.5
5832,80,3.5
3356,2948,3.5
5249,1918,3.5
2092,708,3.75247895037344
4401,1754,3.66743586952511
1998,1073,3.5
4498,2716,1
352,2973,2.78994316183697
623,1282,3.5
4521,780,3.5
1379,3005,3.5
1920,2059,3.2
3292,908,3
1914,2461,3.5
854,1875,3.5
4319,1321,3.5
5419,3072,3.5
299,3469,4
5289,2988,3
2103,2987,3.5
2389,1357,3.5
4980,1694,2
937,1617,3.5
1628,474,4
2909,3273,3.5
777,1388,2.25
169,2124,2.74277183843037
5278,1944,3.5
5367,34,1.42776060196714
4252,1518,3.5
1617,223,1
2590,1717,2.02890167774563
252,3481,3.5
2073,3408,3
5221,1086,3.5
1420,1270,3.5
2063,3544,2.77272727272727
2825,247,2
5749,2252,4.44444444444444
240,1171,3.5
5779,6,3.5
1202,2470,2.4373868669254
171,162,3.5
2405,1033,3.5
2038,3274,3.46909760643625
2349,904,3.5
2044,11,3.5
2041,62,4
1835,1321,3.5
2274,2021,3.5
4681,1278,4
2621,3005,3
903,2583,3.5
3071,2336,3.5
2492,2054,3.5
4451,1409,3.5
3569,2639,2.4
4224,2058,4
4877,3360,3.5
1117,2628,3.5
1465,2373,3.33333333333333
5900,1095,3.5
3430,1673,4
1988,3548,3.5
1015,1948,2.93333333333333
4997,2683,3.5
3945,1544,3.5
1649,920,3.5
1896,3171,4
5232,3635,3.5
2937,589,3.5
2665,3204,1.33333333333333
3626,111,2.50052343850911
4725,547,3.05882352941176
3313,1220,3.5
2793,293,5
4297,1674,3.5
139,1587,1
3870,2959,3.5
3436,1214,3.5
5647,296,3.5
1509,2871,3.5
749,3760,3.33333333333333
5261,2951,3.5
678,2399,3.71428571428571
186,2038,3.5
3682,260,3.5
4884,2289,3.5
4809,1265,3.5
343,3826,3
698,2528,3
1752,2268,3.5
2725,1327,3.5
5291,1233,3.5
1600,548,3.71428571428571
1780,432,5
118,2987,3.5
5178,3784,3.375
1051,140,2.5
1284,2002,3.5
2376,318,3.5
5555,3256,3.5
2340,3201,4
443,969,3.5
3387,593,3.5
5049,3188,4.33333333333333
1353,1029,3.5
389,3270,2
219,3253,3.5
6011,2944,3.5
5026,2268,1
5948,2469,4.67784684417954
3808,2713,2.83418135748519
3916,2915,3.5
660,1573,3
4094,2028,3.5
749,2082,3.5
4099,495,3.66666666666667
5737,1219,3.5
1697,2978,3.5
3705,3258,3.79654601083968
4277,3801,3.93333333333333
138,2947,3.5
126,3217,3.5
5567,509,4
676,3386,3.5
2270,3301,3.5
5524,971,3.5
4277,1928,3.98863636363636
2106,1621,2.2
2651,590,3.5
5204,2118,3.5
1131,1095,3.5
3724,3105,1
1050,370,3.5
4354,3841,3
754,2336,3.5
1738,2434,2.5
4480,3210,3.5
2095,3384,3.5
2410,1094,3.5
3756,1097,3.5
1068,2428,3.5
4083,2301,3
4603,590,3.5
2990,1299,3.5
5634,2405,2
2870,1610,3
3715,3070,5
4238,3363,1.69377247305167
1279,1947,3.30868383856695
4257,2671,3.5
4406,1358,3
1230,3033,3.5
1334,3219,3.5
4186,2247,3.33387949969321
4867,1064,4.2
4779,300,3.5
5112,541,3.5
634,1022,3.5
2621,150,2
8,2429,5
4673,1784,3
4981,923,3.5
984,2688,4
530,32,3.5
5344,3688,1.99896826516374
1366,2995,3.5
5540,2571,3.5
4342,2858,3.5
3272,2762,2.95801134475983
5654,1683,3.5
369,45,3.5
5880,1461,2.5
2063,2406,2.6113264634495
4932,3147,1
2526,3671,3.5
3163,1453,4.6
1706,2155,3.5
4789,1754,5
2585,3363,3.5
1552,2407,4
801,338,3.6
5005,2231,3.33333333333333
4956,2474,5
2938,1042,3.5
2951,111,3.5
175,3858,3.33333333333333
1699,3365,3
1242,1380,3.54490117616358
4408,1287,2.33351738200749
1860,1648,3.5
1483,912,3.15285970589292
1626,509,1
409,2353,3.5
1422,3396,2.26716898838412
5268,3536,3.5
2595,1476,3.5
2917,2291,3.5
3649,1947,3.5
4736,1968,3.5
3718,1236,4
2526,954,3.5
2723,2751,3.5
1584,1649,2
104,2976,3.5
4954,2349,3.5
4869,3704,4
424,262,3.35294117647059
4183,802,3.5
1458,3095,3.5
644,32,1.45435611827163
3342,2490,3.5
933,2858,3.5
5434,1225,3.5
461,2670,2
5792,47,5
5837,593,2.77880164703832
5278,3479,3.5
4639,1172,3.5
4333,3175,3.5
3792,1855,2.45454545454546
1284,1824,3.33333333333333
1004,494,3.5
3689,2722,3.5
3436,2706,3
1680,1495,3.64634146341463
3807,1676,1.5
4250,3654,3.5
692,2413,3.5
3102,2959,3.5
2358,2762,3.5
2157,1907,3.5
5602,1580,3.5
930,1729,3.5
5256,1616,2.7145357875414
1125,231,2
4882,2947,3.5
1883,265,2.751598397491
1423,3424,3.5
5636,3773,3.36842105263158
5328,299,1
50,648,3.5
4771,1966,3.5
5078,1019,3.5
1943,1267,2.96527970909703
4718,2640,3.5
1143,3296,3.5
2837,223,3.5
5683,3257,3.5
1770,2248,3.5
1723,1371,3.5
5950,994,3
1617,3752,3.5
4031,1258,3.5
5755,1097,3.39435414044482
3569,3526,3.5
4060,1517,3.5
6021,2355,3
1828,2858,3.5
5765,329,3.5
2949,2369,3.5
1733,2287,3.95652173913044
4957,3088,2.25263713143315
711,2918,3.5
2380,168,1
3178,2116,3.5
671,1256,4
1941,2082,3.07142857142857
2952,3623,5
4150,2003,3.49019607295694
3255,3717,3.5
3934,2858,1.80501209305478
3892,880,3.5
4834,3897,3
2264,1610,3.5
4511,3661,3.5
3539,1240,3.56828501135765
4979,377,1
4489,1304,3.5
4117,1799,3.5
3904,741,3.5
4249,1092,3.5
4083,2155,2.75
4169,1488,3.51612903225806
1545,1278,3.5
3228,788,3.5
4408,1176,2.86666666666667
4350,247,3.5
4907,3213,4.33333333333333
3993,1972,3.5
3591,1732,3
3760,2133,3.51281380893653
980,48,3.5
2700,2126,4
3882,1721,2
881,517,1.75
3155,1172,3.5
4579,349,3.2537901533582
1645,2081,3.97281518314151
5102,2739,3.5
5726,3143,1
2343,2096,3.5
1298,1487,4.16666666666667
161,728,3.5
5838,1374,5
3055,2026,3.5
2226,3253,3.5
3808,110,1.4278803566675
5655,914,3
1047,1917,3.5
2907,2409,3.33357593694656
3380,971,3.5
5120,111,3.5
2263,3219,2.50691381007914
2105,1259,3
1607,1200,3
2769,1240,3.5
5100,3546,3.5
2181,969,2.30980126339067
2573,349,3.5
4169,2204,3.14563106796116
1655,1500,3.5
4958,321,4
4561,2761,4
5434,1295,3.5
5744,2717,4
2656,920,3.5
5036,2683,3.5
1741,296,2.70939395801991
788,172,3.5
2205,471,3.5
5424,62,3.5
2035,1210,3.5
3393,914,3.5
2793,3387,3.66666666666667
4472,434,3.5
2030,1088,4.15744651667488
5605,1120,3.00877536040266
2166,1591,4
287,2997,5
4680,3552,3.5
1635,1378,3.68071827763547
5443,3105,3.5
3621,946,3
1716,110,3.5
2935,1270,3.5
5575,2805,2
5599,25,1.9817277946891
3356,2550,3.5
5497,2985,3.5
3511,272,3.5
2114,2713,3.5
1121,3554,4
4935,296,3.5
4510,3157,2
747,671,3.5
1124,3421,3
2548,2336,3.5
199,1573,3.5
2131,3148,3.33333333333333
90,3208,4
4381,3654,4
1980,171,3
342,2412,3.5
3012,1917,3.5
278,565,3
1470,1756,2.475
48,2141,4
2063,1414,2.60869565217391
1776,2122,3
3894,608,3.5
3824,256,2.6875
3626,64,3.44444444444444
4736,3468,3.5
4884,1967,3.5
2576,1201,1
1605,3705,3.07613239561982
5536,319,1.5
639,1721,3.66609162040299
1285,1221,2.20808266393128
800,1688,3.5
4834,3719,3.5
4122,2891,3.5
4653,1238,4
3243,1090,3.5
5310,1617,3.5
2945,2692,3.5
1068,1799,4
3539,3347,3.59090909090909
1897,60,3.70588235294118
2424,316,3.5
2378,1479,3.5
5822,2459,3.5
1404,1288,2
3864,2303,5
2472,1042,3.5
2010,2496,2.01148100245397
3336,1801,1.5
1496,761,3
716,788,1
5220,3760,2.81818181818182
1017,1332,3.13333333333333
1680,2344,3.71052631578947
850,3255,4.02186656413973
4107,2000,5
5359,2294,3
5387,1196,2.53057405332389
5646,2918,3.5
3075,2067,3
4598,1950,4
1579,1621,2.375
232,3911,3.5
1570,1267,3.5
284,231,2.01214201459118
3892,1573,3.5
5008,2664,3.5
4605,2291,2.55998406928297
4754,1290,3.5
2279,2003,2
5424,858,3.5
1040,1641,3.5
873,2934,3.82352941176471
334,1959,3.5
2611,150,1
1622,3160,3.5
261,266,3.5
2023,2371,3
1698,3676,4
4439,3016,3.5
4497,2693,2.875
2088,849,3.5
2041,2241,3.5
4356,2150,3.5
1666,3534,2.5
4494,951,3.5
5364,1617,3.5
4815,910,3
798,2717,3.5
1694,1973,3.83333333333333
3677,3147,3.5
2424,3578,3.5
3993,3526,3.5
329,3784,2
34,745,3.5
2478,2287,3.5
5955,653,3.5
2119,1356,3.5
2185,1226,4
5196,2770,3.5
1053,3153,3
6016,2478,4.0303827724344
48,2530,3.5
59,1251,3.5
130,940,3.5
1846,3361,3.5
3621,2046,3.5
4089,1968,2.49646651218829
3311,2404,2.375
261,112,2
1449,3326,2.12903225806452
2102,236,3.5
5837,1573,3.5
118,474,3.5
2263,3005,3.5
4380,3743,3.33333333333333
2960,1225,3.5
5271,3448,3.5
